review_date,handle,rating,helpfulness_rating,review
"November 29, 2013",randakost,5.0,3,"I was worried about buying this for two reasons - one that some of the negative reviews were very negative and the other is that it was a gift for my boyfriend and he's not all that into change. I was buying it to replace an old but still functional coffee maker that wasn't programmable and didn't have an automatic turn-off feature. I was always worried it would burn the house down. I loved the idea of this, as he usually just brings a travel mug to work with him in the morning and this would allow him to just come downstairs, fill his mug and go. However, I was worried that as it wasn't a ""conventional"" coffee maker, if it were more complicated he might not want to use it. As I predicted, he wasn't thrilled with it and it sat in the unopened box for about three weeks before I talked him into using it. Now he loves it. It makes great coffee, will stay warm for up to four hours without tasting burnt and it's no more difficult to use than a regular coffee maker. I'd read a lot of reviews about the coffee not dispensing correctly and making a mess, but they must have fixed that because it works perfectly whatever mug or travel cup you use. I bought myself a cheaper conventional coffee maker at the same time, intending to trade it with him if he didn't like the Hamilton Beach. Though it works fine and makes good coffee (Mr. Coffee BVMC-SJX33GT 12-Cup Programmable Coffeemaker, Chrome) now I find myself wishing I'd bought two of these instead."
"March 25, 2021",Amazon Customer,5.0,,Easy to fill.
"June 30, 2018",Karen B.,3.0,,"Slides all over counter, can't get coffee one handed. LED clock is too bright to be able to see the start button. Coffee is slightly weaker than previous version. My wife likes the side fill tank much better than the previous version."
"September 28, 2016",Christian Beyer,1.0,,"Very poor design. Hot coffee reservoir is on top of the water reservoir. If you want to make second pot, you have to handle the very hot reservoir to add water. I used this coffee maker for two weeks and got rid of it."
"May 24, 2020",Leather scent,1.0,,"Every time I pressed my cup to get coffee, machine would leak all over. I returned it for a new one thinking it was faulty and the new one also leaked. Very disappointed. I ended up buying one with a carafe."
"October 6, 2017",Rigor Mortis,3.0,,"Update April 2020:  The plastic tab (inside part) that pushes the plunger open has broken. Everything brews fine; just can't push to pour now. So, its useless now. Used daily for 2.5 years. Update: Oct 2019.  So I've used this daily for 2 years. It still works. I've gotten used to it. Original post: I've owned 2 Brewstations over the past 15 years. Love them. This one...I already hate it. First priority was: It must have an external water reservoir (or easily filled without removing the basket and everything else.)  This was the only version to have the external reservoir. So I was kind of limited in choices. The ANNOYANCES! 1.  The clock light is ALWAYS ON. And its bright. It makes me think its on (when its not). The power button light is the exact same color, so it doesn't stand out as being ON or OFF. 2. The constant rumble of steam and bubbling. The plate warmer shouldn't rumble, which means either A.) the initial heating element (that turns cold water into steam for brewing) is always on, or B.) There is water/condensation leaking under the basket to the plate warmer. Neither option sounds good. 3. The pour button sits too high. The other versions, you sit a coffee cup on the drip plate and kid of ""rock"" the cup to press the button, which holds the machine in place some-what. This one, you have to PUSH AGAINST the coffee maker. So...it must sit against the backsplash (or use one hand to hold the machine in place. Which, then, you run the risk of burning your hand by steam).  And it still wont fit a travel mug under it, which completely negates having the large height. It might be time for me to give-up on Brewstations and go to a thermal carafe. At least that way, once the coffee is done brewing, all or most of the electricity is shut off. I can deal with a small amount of condensation, and an occasional gurgle...but this is just too much."
"March 9, 2020",Mary F. Crowley,4.0,,Why is there no light so I can see the amount of coffee in my mug? Overflowed twice!
"March 5, 2020",Richard Bartholomew,5.0,,Fifth Hamilton Beach brew station in a row...have used it exclusively for at least a dozen years with our favorite coffee perfect coffee every morning!
"April 8, 2018",Judy F. Price,4.0,,This coffee maker makes good coffee and they’ve improved a lot of the features
"December 1, 2016",Sean,5.0,,"Works well, holds a lot of coffee, and dispenses nicely. I used this to replace my pod coffee machine that was costing a fortune."
"January 14, 2020",Amazon Customert ron hanna,4.0,,Little time to finish
"March 11, 2016",JAMY,2.0,,This pot leaks all out of the bottom and  not sure what the problem is with it.  It even holds water in the area where the heating element is. Each morning I have to clean up water in and out of the pot.
"January 3, 2020",Ty Phoenix,1.0,,It keeps leaking everywhere and I have wood countertops. Definitely returning. So disappointed.
"April 23, 2021",Kelly Valensky,1.0,,I had one of this type of coffee pot for 3 years!  I loved it until it started to leak.  I bought a new one and it leaked immediately all over my kitchen! I returned it right away.
"April 15, 2016",Jones,4.0,,"Some parts are starting to show wear and tear after a couple months. It works great, bit more of a cleaning process compared to typical coffee maker. Dispenser is pretty nice."
"September 9, 2018",Jessica C,5.0,,I love it! I can enjoy iced coffee on hot days. It brews so fast too.
"August 13, 2019",Robert C.,5.0,,Second one I’ve bought - got seven years out of the last one. Needless to say - no smashed carafes either 😀 This unit brewed at least one pot daily for those seven years.
"June 5, 2021",Rebecca,1.0,,Every time I set the timer to go off in the morning water was everywhere
"January 8, 2021",jeri h sturges,4.0,,This is the third one I’ve had. The others wore out so I must like them.
"November 30, 2016",R. Francisco,1.0,,Pretty good for a small office setting - not really good for your home. The coffee chamber (if left with coffee) starts to taste like burnt plastic when you dispense coffee- had to return mine.
"August 3, 2017",Jack,5.0,,I love this coffee maker!  We have gone through 4 of these since they have started making them.  They just keep upgrading and getting better.
"June 3, 2019",Kathy Kaiser,5.0,,"This is like the fourth one I have purchased. I love that there is no coffee pot to clean. The coffee will stay hot from 1 to 4 hours warm and you serve by the cup. It's easy to fill, clean and use. I would highly recommend it."
"September 12, 2016",Ed Bryan,5.0,One,"this is my third Brewstation I fell in love with the first one and evryone since, this one is no exception. I do have one issue that after I do the cleaning the only way I can get the ""clean"" warning to go off is unplug and re-plug and reset the time."
"January 12, 2014",lgcottontail,1.0,2,"I bought this to use on weekends.  After maybe nine uses, there is water running all over the counter.  You pick up machine and it runs out of the bottom someplace, continues after coffee is brewed.  Only about half the water ends up with the grinds."
"March 9, 2019",Dealio,5.0,,This coffee maker is great for us because we have granite countertops and end up breaking the glass carafes
"January 20, 2013",mlc7499,5.0,,Had this coffee lot for 3 years. When we needed up getting a keurig for Christmas we packed it away. After 6 mos and hundreds of dollars in k-cups we just couldn't figure the hype or the expense. Husband and I both agree this is a much better cup of coffee for a fraction of the price.
"March 20, 2019",Derek H.,5.0,,Works great
"January 11, 2013",Amazon Customer,2.0,One,"I used the original Brewstation for several years before the clock and timer went out.  I loved that coffee maker.  This maker does not get the coffee warm.  I think it's because the heating plate is so much smaller than the original one.  It's probably 1/3 the size.  With the coffee starting off warm, it gets cold very quickly.  I was so disappointed with it and ended up going to town and buying a regular coffee maker."
"January 1, 2018",Cat A.,5.0,,Love this!  Can make 1 to 10 cups if you want.  I know the Keurig 2 could but it’s a hassle with all of the settings and I am too old to figure them all out.  ;-)
"September 8, 2017",mike chastain,5.0,,I had previously owned a brew station and when it stopped after 5 years I decided to buy a new one.  Great value
"March 6, 2018",song sparrow's,1.0,,This is a hazardous piece of toxic pollution.  Don't buy it!!!
"December 24, 2018",Kasey,5.0,,Love this product
"July 8, 2019",Amazon Customer,5.0,,I like the idea of not having a glass carafe. The machine brews quickly so it helps when you are in a hurry and must get that first cup of the day😃.
"January 7, 2020",Tawanda Louis,5.0,,Love the fact that this coffee maker allows one cup capability and it doesn't have a pot.
"March 18, 2018",Michelle,1.0,,The little tray falls off the counter if you put it too close to the edge while you're pouring water into it.  The heating element doesn't work very long.  Have to use the microwave to heat it.
"July 30, 2019",Queen of Amazon shopping,2.0,,It was too loud. Heating element made it sound like it was going to explode. Also the tank volume indicator was very difficult to read on the side and with condensation. Not a fan 😩
"March 2, 2021",DJ,5.0,,easy to use
"February 21, 2011",CJ,5.0,One,"Awesome coffee pot!  This thing works like a charm.  Tried it first in a hotel and bought one from Amazon.  No more overflowing coffee grounds, burned coffee or broken carafes!  Very reasonable priced.  This pot is also very easy to use and maintain.  I read other reviews, some were mixed.  I can't understand why everyone did not give this pot the highest rating!"
